	file_id	text	gSet	label
1030	13507823_3	Jackson 's retrial took jurors back to the events of late summer 1977 , when two widows , Vernita Curtis , 81 and Gladys Ott , 90 , were beaten and strangled to death during burglaries a week apart in a Long Beach apartment building .	train	0.0
1015	13946979_2	Use PM to get in touch .	train	0.0
958	30670039_1	Excuse me , but why do n't do it with Lord Of The Rings , or other masterpieces of the Supreme Tolkien , rather than with that rubbish ?	train	0.0
id	file_id	They disrespect nig people.	1.0
4003	30471791_1	Stay away from Alberta .	train	0.0
2550	13479789_1	I go through this thread once a week to check the links .	train	0.0
1700	31513229_1	My scientist can beat the living life out of your scientist on any day .	train	0.0
2312	14090982_2	I normally have a goatee .	train	0.0
4208	12846163_3	I 've seen University of Cape Town 's website and checked how many white students they have , about 40 % .	train	0.0
1540	14673760_2	Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .	train	1.0
1849	14109373_1	I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .	train	1.0
2367	30614050_2	Wondering how do I get homeschooled .	train	0.0
4335	13388956_3	http://www.boston.com/news/local/mas ... orture ? mode = PF	train	0.0
4285	14662277_1	...is rotten to the core .	train	0.0
236	13486963_1	I accept it and i like white americans .	train	0.0
546	13601312_1	I'm back and I hope that Teárlach is too or at least that JJT brave enugh to tell me who did it .	train	0.0
363	31787638_1	ALL this high school talk makes ME feel old , and Im 19 !!!	train	0.0
2724	31706120_1	Visit the used book stores in Riverside .	train	0.0
3983	14095664_1	Damn fine son you have there .	train	0.0
103	14670410_2	The only thing Negroes have is wishful want .	train	1.0
1106	30611264_3	Best place for DNA test btw ? 23andme or ancestory ?	train	0.0
676	14076870_2	I feel that I want to practice ...	train	0.0
4791	14039896_1	Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .	train	1.0
2825	14657813_3	Any race of people who has been around for a few thousand years and still managed to stay Asian without being called racists must be doing something right .	train	0.0
2549	31740833_1	Well, I think we 've reached the point where this discussion is going round and round , so we can end it right here .	train	0.0
1992	30436626_4	They bred with inferiors creating these mongrels	train	1.0
2090	13458990_1	The kind of savagery against females that has become expected from negroids in todays society ...	train	1.0
1650	13590270_1	I wonder if he has red eyes then he must be from Transylvania , we must have a red eyed leader , maybe you ...	train	0.0
706	14035837_1	Well someone needs to set one up ASAP .	train	0.0
4161	13450081_2	No wonder Lord Of The Rings is so hated by our social engineers .	train	0.0
3126	14103405_1	I'm new to this so here it goes Looking for WP Girl in Ft.Worth Texas 18-35 That likes the Outdoors and partying E-Mail Address in profile	train	0.0
3700	14302498_1	I have a few things to reply to .	train	0.0
1040	13503418_1	Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .	train	1.0
1249	13341044_1	Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]	train	0.0
1231	14016815_3	I can go weeks in my town without seeing a non white unless an Indian is hitchhiking to town .	train	0.0
907	14673601_3	We will all be sitting in around in filth waiting for death .	train	0.0
6403	30701099_2	They probably slowly remove discipline do whatever they can to make the schools worse and worse .	train	1.0
2996	13501184_2	Over two thousand dollars damage and several hours to clean up .	train	0.0
1741	13853577_2	I believe another Leader will arise but it is going to get as lot worse beforehand .	train	0.0
476	14113130_4	Drop me a line .	train	0.0
1255	30899932_2	It 's deadly serious business ...	train	0.0
3541	30644879_2	Brainwashed much ?	train	0.0
1438	30577071_2	I 'll be moving back soon !	train	0.0
2874	13507183_1	Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .	train	1.0
3488	12854332_1	I wonder if Eddie has security guards present during his concerts or if he just relies on the overwhelming good will of the universe to keep him safe from the thousands upon thousands of screaming fans ?	train	0.0
2498	13867769_1	Just for the record is this the same Journalist that wrote the article a few weeks ago telling us to mongrelise ?	train	0.0
3972	13507437_3	Though i am from younger generations , these are my father words .	train	0.0
43	13482640_2	Sometimes pictures are worth a thousand words .	train	0.0
745	30623737_6	It features some pretty good , cutting edge anime for mature teens and adults .	train	0.0
987	32923723_2	NOW ! some crap I have not seen before is the displays of passover crap in the stores before .	train	0.0
id	file_id	He is a nasty girl.	1.0
3398	13595072_8	Rüütel spoke of how hard the times had been at the time of the decloration of independance .	train	0.0
1082	13566980_3	First it was called `` Kod pastira '' ( At Shepherd 's ) in 1878 , then , in 1892 `` Kod Saborne crkve '' ( At the Cathedral Church ) , but this was soon removed , because it neither complied with regulations on restaurants , nor did the Church authorities find it suitable .	train	0.0
1720	14037278_2	The greatest result of this is that their narrative will become so estranged from the truth it will HELP wake people up .	train	0.0
2570	30491877_2	The school did not cause my much trouble because it was elementary school .	train	0.0
1456	14072773_3	Photoshop by enemies is a theory that makes a lot of sense .	train	0.0
2592	12901653_2	But who knows ?	train	0.0
1584	13590897_1	From what I 've read , Bokmal is used in newspapers , official documents , and spoken in the big cities while Riksmal is rural and spoken in the small towns and in the country. ( IF I remember correctly ) .	train	0.0
1906	14265509_1	Irish, There is nothing wrong with being polite .	train	0.0
1926	13486476_1	I'll edit out a few of the most revealing images .	train	0.0
1151	30506355_3	Shoot me a Private Message if nearby and interested , thanks .	train	0.0
1288	14098049_1	LOL, pillow count means nothing , there are actually five ...	train	0.0
970	13479046_1	May all these victims of the `` war on whites '' rest in peace .	train	0.0
3380	30659678_14	The .54 will flip a white tail over pretty handily ...	train	0.0
565	14106203_2	???	train	0.0
4227	13472366_1	USA is represented by a negro family and Australia a I have no clue what family .	train	0.0
783	14100692_1	I thank that the only one that can tall you what to do is your self and no one els if you see this guy and like his pic. make sure he knows you are WP if you are or you like only White men. that is the way i see it .	train	0.0
1243	14650949_5	Shocking and outrageous , that is what we all should be feeling. jmho b.e.	train	0.0
285	13480245_1	YouTube - Mayor of Boston sends welcome to gay/transgender youth event Kids attend prom from ' sexual hell ' You wo n't believe how children as young as 12 years old partied Family advocates are outraged by a prom held at Boston City Hall that was open to children apparently as young as 12 featuring crossdressers , homosexual heavy petting , suspected drug use and a leather-clad doorman who teaches sexual bondage classes .	train	0.0
4145	31713869_3	Check out the RebelSong downloads , you can hear the newest up and coming White power bands , CradleSong and Patriots Call .	train	0.0
724	13367480_2	Williams has friends who live across the hall from the victims ..	train	0.0
1013	30398448_2	! 00 bucks of gear is more than enough for 72 hour .	train	0.0
689	14287043_1	This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .	train	0.0
2789	13598771_2	Oh wait , that never happened ...	train	0.0
3721	13290706_2	Amen .	train	0.0
1369	14104444_1	I am in kalamzoo , There are a few of us odinists in town , .	train	0.0
2058	12848466_1	My aunt teaches at an all black inner city school in Kent , OH .	train	0.0
929	13486963_2	But you must know that caucasians is not like blacks , they just animals and subhumans .	train	1.0
2385	30790752_2	I 'm going off to college in about 6 months and i 'm wondering how you college guys prepared for it/payed for it. any tips ?	train	0.0
id	file_id	They are a porn star white.	1.0
2329	13498586_1	on a TV show yesterday regardin crime by foreigners in Russia a black man stood up and proclaimed that crime has no colour or race. every vigoursoly clapped	train	0.0
5402	13590627_2	It does n't matter how you dress up a mud .	train	1.0
3888	30575690_2	May the New Year find us even more unified !	train	0.0
2388	31906813_1	Ya hey der !	train	0.0
785	14107382_1	Hey i live over in smithfield. i lived in newport news off jefferson and mercury .	train	0.0
743	30719063_1	Sadly, virtually every parent on this site will have to have their children experience that , as it is , without forcing them to experience it unnecesserily .	train	0.0
1239	13475554_1	My Spanish teacher told us Hispanic just means Spanish speaking , and she is white so i dont know why she would lie about it .	train	0.0
1803	14020617_2	Double Standard ?	train	0.0
1796	13857875_1	Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .	train	1.0
